SMILES,1A2,2C9,2C19,2D6,3A4
NOCCC(N)C(=O)O,0.0,0.0,0.0,0.0,0.0
c1cn(CCCCCCn2ccnc2)cn1,,,,,0.0
O=CN(O)CC(=O)O,0.0,,,,0.0
C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2)no1)[C@H](N)C(=O)N1CCCC1,,,0.0,,
O=C(O)[C@@H](O)Cc1ccccc1,,,,,0.0
CCCSSC[C@H](N)C=O,,,,,0.0
CC(=O)N[C@@H](CSC(F)(F)[C@@H](OCF)C(F)F)C(=O)O,,,,,1.0
O=c1cc(C(F)(F)F)c2cc(N(CC(F)(F)F)CC(F)(F)F)ccc2[nH]1,,,,0.0,
O=C1C(=O)c2ccccc2C(O)=C1C1CCC(c2ccc(Cl)cc2)CC1,,0.0,,0.0,0.0
CN1C(=O)[C@@](C)(C2=CCCCC2)C(=O)N=C1O,,1.0,,0.0,0.0
C[C@H](CN(C)C)CN1c2ccccc2CCc2ccccc21,,0.0,1.0,1.0,1.0
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,1.0,,,0.0,1.0
Oc1ccccc1O,,,,0.0,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,,,,,0.0
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,,,,,1.0
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,,1.0,1.0,1.0,1.0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)C(C)(C)CCC1,0.0,0.0,0.0,0.0,0.0
OC[C@H]1O[C@H](O)[C@@H](F)[C@@H](O)[C@@H]1O,,,0.0,,0.0
COc1ccc(-c2cc(=O)c3c(OC)cc(OC)cc3o2)cc1,0.0,0.0,0.0,0.0,0.0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=C\C=C(C)/C=C/C=C(\C)CO)C(C)(C)C[C@H](O)C1,0.0,,,,
CC1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)CC(O)C(O)[C@@](C)(CO)C5C(O)C[C@]43C)C2C1C,0.0,0.0,0.0,0.0,0.0
CCCC(=O)OC1C(C)OC(OC2C(C)OC(OC3C(CC=O)CC(C)C(O)C=CC=CCC(C)OC(=O)CC(O)C3OC)C(O)C2N(C)C)CC1(C)OC(=O)CC,,,,,1.0
O=c1[nH]c(=O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4OC(n5cnc6c(=O)[nH]c(=O)[nH]c65)C(O)C4O)C(O)C3O)c2[nH]1,0.0,0.0,0.0,0.0,0.0
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CC[Si](C)(C)C,,,,,0.0
CC(C)CCCn1c(=O)c2c(ncn2C)n(C)c1=O,,,,,1.0
CC(C)C[C@H](N=C(O)CN=C(O)c1cc(Cl)ccc1Cl)B(O)O,1.0,1.0,1.0,1.0,1.0
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,,0.0,,0.0,0.0
CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,,,,,0.0
O=c1[nH]cnc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[nH]nc12,,,,,0.0
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,,,,1.0
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,,,,,1.0
Nc1ccc2cc3ccc(N)cc3nc2c1,,,,0.0,
CC(C=C(c1cccs1)c1cccs1)N(C)C,,,,,0.0
Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@H]3C2)cc1,,1.0,,0.0,0.0
OCC1OC(O)C(O)C(O)C1O,0.0,0.0,0.0,0.0,0.0
NC1=NCC2c3ccccc3Cc3ccccc3N12,,,,1.0,1.0
C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(O)=N1,,,,,1.0
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,1.0,0.0,,0.0,1.0
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,,,,,1.0
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,1.0,1.0,1.0,0.0,1.0
CCCCCCC[N+](=O)O,0.0,0.0,0.0,0.0,0.0
NC(Cc1cnc[nH]1)C(=O)NCC(=O)O,0.0,0.0,0.0,0.0,0.0
Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CC(F)(F)C[C@@H]32)cc1,,,,0.0,
CCCCCCCCCCCCCCCCCCCCCC(=O)CC(O)CCC,0.0,0.0,0.0,0.0,0.0
Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,,0.0,,1.0,
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,0.0,0.0,0.0,1.0,1.0
c1ccc2[nH]c(-c3n[nH]c4ccccc34)nc2c1,,,,,0.0
COc1ccc([C@@H](c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1,1.0,1.0,1.0,1.0,
CCCN=C(O)NS(=O)(=O)c1ccc(Cl)cc1,,1.0,1.0,,
CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,,0.0,,0.0,1.0
O=C(O)C1=C[C@H](O)[C@@H](O)CO1,,,,0.0,
COc1ccnc2[nH]cc(-c3ccnc(N)n3)c12,,0.0,,,
CC(C)CCCCCCC(C)(C)C,0.0,0.0,0.0,0.0,0.0
FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,,,,0.0,0.0
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,1.0,0.0,1.0,1.0,1.0
O=C([C@@H]1C=Cc2c(Cl)nc(OCc3ccc(F)cc3)c(=O)n21)N1CCCC1,,0.0,,,0.0
C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,,,,,0.0
CC(=O)N[C@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,,,,0.0,
O=C1CCCO1,0.0,0.0,0.0,0.0,0.0
O=C(O)CCCO,,,,0.0,
CC(N)Cc1ccccc1,,,,1.0,0.0
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,,,1.0,,1.0
O=C(O)C(=O)Nc1cc2[nH]ccc2cc1C(=O)O,,,,,0.0
C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,,0.0,,0.0,1.0
Cn1c(=O)[nH]c2ncn(C)c2c1=O,,0.0,,0.0,0.0
C[C@@H](O)[C@@H](N)C(=O)O,,,,,0.0
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,1.0,,,,
O=C(N/N=C/c1cc(Br)c(O)c(Br)c1O)c1cccc(Br)c1,,,,,0.0
O=C(O)C(=O)Cc1ccccc1,,,,,0.0
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(CO)cc2)cc1,0.0,0.0,0.0,0.0,0.0
CCOC1OC(C(=O)O)C(O)C(O)C1O,0.0,0.0,0.0,0.0,0.0
O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,,,,0.0,0.0
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,1.0,,,1.0,1.0
O=C(O)[C@@H](O)[C@@H](O)c1ccc(F)cc1,,,,0.0,
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,,1.0,,0.0,1.0
N[C@@H](Cn1cc(Br)c(=O)[nH]c1=O)C(=O)O,,,,0.0,
CCCCCCCC/C=C/CCCCCCCC(=O)O,,,,,0.0
N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cn1,,0.0,,,
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,,,,,1.0
CC1C(=O)C[C@@]2(C(C)C)CC12,0.0,0.0,0.0,0.0,0.0
COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,,,,0.0,
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)nc1O,,1.0,,,1.0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC1COP(=O)(O)O1,0.0,0.0,0.0,0.0,0.0
CC(=O)O[C@]1(C)CC[C@]23CC1C(C)(C)C2CCC3C,0.0,0.0,0.0,0.0,0.0
C[C@](O)(COc1ccc(C#N)cc1)C(O)=Nc1ccc(C#N)c(C(F)(F)F)c1,,,,,0.0
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,,1.0,1.0,,0.0
O=C1c2oc3cc(O)c(O)cc3c2C(=O)c2oc3cc(O)c(O)cc3c21,0.0,0.0,0.0,0.0,0.0
COc1cc(CC(=O)C(=O)O)ccc1O,0.0,0.0,0.0,0.0,0.0
CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,,1.0,1.0,,1.0
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@@H](O)[C@H]2C[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H](/C(C)=C/[C@@H]2CC[C@@H](O)[C@H](OC)C2)[C@H](C)[C@@H](O)CC1=O,,,,,1.0
COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,,,,,1.0
NC(=O)C1=C(O)C[C@@H]2C[C@@H]3Cc4cccc(O)c4C(=O)C3=C(O)[C@]2(O)C1=O,,0.0,,,
C=C1C/C(=C/C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@@]1(O)CO)[C@H]23,,,,,1.0
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,,,,1.0,1.0
O=C(O)CC(O)(CC(=O)O)C(=O)O,,,,,0.0
CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,,,,1.0
COc1cc2ccc1Oc1cc(ccc1O)CCC(=O)CCCC2,0.0,0.0,0.0,0.0,0.0
CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,,,,,1.0
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,1.0,0.0,,1.0,1.0
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,,,,0.0,0.0
NC1CCC(Nc2nc(NCc3ccccc3)c3ncn(C4CCCC4)c3n2)CC1,,,,,0.0
CNc1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,1.0,,,1.0,1.0
CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC(Oc2cccc(O)c2)C1,,,,,0.0
O=c1[nH]cc(C2OC(CO)C(O)C2O)c(=O)[nH]1,0.0,0.0,0.0,0.0,0.0
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,,,1.0,1.0,
NC1CCSC1=O,0.0,0.0,0.0,0.0,0.0
O[C@@H]1CO[C@@H](O)[C@H](O)[C@@H]1O,,0.0,,,
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@H]2C3=O)O1,,,,,1.0
O=c1[nH]c(NCc2cccc3ccccc23)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,,,,,0.0
C=C1OC(=O)/C(=C\CCCCCCCCCCCCC)C1O,0.0,0.0,0.0,0.0,0.0
CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl,,,,,0.0
Cc1[nH]c2ccccc2c1CCNC(=O)c1cccs1,,,,0.0,0.0
CCC(C)C(N)C(=O)NC(CCC(=O)O)C(=O)O,0.0,0.0,0.0,0.0,0.0
NC(=O)CC(NC(=O)C(N)Cc1ccccc1)C(=O)O,0.0,0.0,0.0,0.0,0.0
N[C@@H](CSCC[B-](O)(O)O)C(=O)O,,,,0.0,
CC1=CC(=O)c2ccccc2C1=O,1.0,,,,0.0
N=C(N)NCCCCCCC(=O)N[C@@H](O)C(=O)NCCCCNCCCN,,,,,0.0
C=C[C@@](C)(O)CC/C=C(/C)C(=O)OC1OC(CO)C(O)C(O)C1O,0.0,0.0,0.0,0.0,0.0
O=C1CC[C@H](N2Cc3c(OCc4ccc(CN5CCOCC5)cc4)cccc3C2=O)C(=O)N1,,,,,0.0
C=C=CCNCCCCNCC=C=C,,,,,0.0
O=C(O)c1ccccc1S,,,,0.0,
O=C(NC(=O)c1cc(F)c(F)cc1Cl)Nc1ccc(C(=O)O)cc1OC(F)(F)F,,,,,0.0
COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC,1.0,1.0,1.0,1.0,
N=C(O)[C@@H]1C[C@@]2(N=C(O)N=C2O)c2cc(F)ccc2O1,,,,,0.0
C[C@]12CC[C@@H]3[C@H]4CC[C@H](O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,0.0,,,,
O=C(O)Cc1cc(O)ccc1O,,,,,0.0
C=CC[S@](=O)C/C=C/S,,,,0.0,
CNCCC=C1c2ccccc2CCc2ccccc21,1.0,0.0,1.0,1.0,1.0
Cc1ccc(O)cc1,1.0,,1.0,1.0,1.0
Cn1c(=O)c2nc(Br)[nH]c2n(C)c1=O,1.0,,,,
c1ccc2c(c1)OC[C@H](CNCCCOc1ccc3c(c1)OCO3)O2,,0.0,,,
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,1.0,,,1.0,
CC(/C=N/NC(=N)N)=NNC(=N)N,,0.0,,,
N=C(N)c1ccc2nc(-c3ncccc3O)[nH]c2c1,,,0.0,,
N#Cc1cc(Cl)cc(Oc2cc(OCc3n[nH]c4ncccc34)ccc2Cl)c1,,,,,0.0
c1ccc(Nc2c[nH]c3ncccc23)cc1,,,,,0.0
O=C(O)CC1CCC(O)CC1,0.0,0.0,0.0,0.0,0.0
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,,1.0,1.0,,1.0
Cc1c(C(=O)Nc2ccc(N3C[C@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,0.0,,,,0.0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc2c1OCO2,,0.0,,0.0,1.0
Cc1nc2c(c(=O)n(C)c(=O)n2Cc2ccco2)n1C,1.0,,,,
COC1OC[C@@]2(O)C(OC(C)=O)C3CC(C)(C)CC3[C@@]3(C)C[C@]132,0.0,0.0,0.0,0.0,0.0
C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,,1.0,,0.0,0.0
COc1ccc2cc(CCC(C)=NO)ccc2c1,1.0,,1.0,1.0,1.0
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,,1.0,,,1.0
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,,1.0,,,1.0
CCC[C@@H]1C[C@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,,0.0,,0.0,1.0
CCc1nc(N)nc(N)c1-c1ccc(NCc2cc(F)cc(F)c2)cc1,,,,,0.0
CC[C@H](N)Cc1ccc2c(c1)OCO2,,,1.0,1.0,1.0
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(O)=NCC(C)(C)C(=N)O)C(C)C)C(C)C)ccc1OC,,,,,1.0
CC[C@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,,0.0,,0.0,1.0
CC(C)(C)c1nc(NCCc2c[nH]cn2)c2cc(C(N)=O)c(N)nc2n1,,,0.0,,
Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)(=O)=O)cc1C(F)(F)F,,,,,0.0
O=C1OC2(CCC(C(=O)Nc3ccn(-c4ccccc4F)n3)CC2)c2cnccc21,,,,0.0,
CCN1CCC[C@H]1CN=C(O)c1c(OC)ccc(Br)c1OC,,,,1.0,
C1CNCCN1,,,,1.0,0.0
CC(=O)NCC(=O)O,0.0,0.0,0.0,0.0,0.0
COc1cc2nccc(Oc3ccc(NC(O)=NC4CC4)c(Cl)c3)c2cc1C(=N)O,,,,,1.0
N=C(Cc1ccc(O)c(O)c1)C(=O)O,,,,,0.0
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,,,,,1.0
CCCCCCCCOc1ccccc1C(=O)N=C1C=CC(=C(O)OCC[N+](C)(CC)CC)C=C1,,,,,1.0
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,1.0,1.0,1.0,1.0,1.0
CCCCCC/C=C\CCCCCCCC(=O)O,,,,,0.0
N#CCCCC1CS1,0.0,0.0,0.0,0.0,0.0
C=C1CC/C=C(/C)C/C=C\C(C)(C)CC1O,0.0,0.0,0.0,0.0,0.0
O=C(N/N=C/c1cc(Br)c(O)c(Br)c1O)c1ccc(Cl)cc1,,,,,0.0
O=C(O)CCCCCn1c(C(=O)O)cc2cc(OCc3c(Cl)cccc3Cl)ccc21,,0.0,,,0.0
Cc1cc(Nc2ncc(Cl)c(=Nc3ccccc3S(=O)(=O)C(C)C)[nH]2)c(OC(C)C)cc1C1CCNCC1,,,,,1.0
Oc1ccc2c3c1OC1C(O)C=CC4C(C2)NCC[C@]341,0.0,0.0,0.0,0.0,0.0
CCCCCCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CCCCCC)CC[C@@H]12,1.0,1.0,1.0,,1.0
O=C1CS[C@@H](c2cccc(Br)c2)N1c1cc(Cl)ccc1O,,,0.0,,
CSCCC(NC=O)C(=O)O,0.0,0.0,0.0,0.0,0.0
CCCC(=O)OCCCSC,0.0,0.0,0.0,0.0,0.0
CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,,,,,1.0
COc1ccc(C(=O)Nc2ccccc2CC[C@H]2CCCCN2C)cc1,,0.0,,1.0,0.0
CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,,,1.0,0.0,1.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,0.0,,0.0,1.0
NCCCC(N)C(=O)O,0.0,0.0,0.0,0.0,0.0
CCCCCCC(OC)OC,0.0,0.0,0.0,0.0,0.0
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1.0,1.0,1.0,1.0,1.0
CCOC(=O)c1cncn1[C@H](C)c1ccccc1,,0.0,,0.0,0.0
CC[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,,1.0,1.0,,1.0
N[C@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,0.0,0.0,,,
CNCCc1ccc(O)c(O)c1,,,,,0.0
NS(=O)(=O)c1ccc(C(=O)NCc2ccc(F)cc2F)cc1,,,,0.0,0.0
O=C1OC2(c3ccc(OCc4ccccc4)cc3Oc3cc(OCc4ccccc4)ccc32)c2ccccc21,1.0,1.0,1.0,1.0,1.0
CC(=O)CC[C@H](N)C(=O)O,,,,,0.0
CCOC(O)=N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,,,,,1.0
Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1CCC(=O)O,,,,0.0,0.0
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCOC(CC)C(=O)O,,,,,0.0
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,,,,,0.0
O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,,,,,0.0
CC[C@@]1(c2ccncc2)CCC(=O)NC1=O,,0.0,,0.0,0.0
CC(C)(C(=O)O)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,0.0,,0.0,1.0
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,,,,,1.0
O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,,,,,0.0
CCC(C(=O)c1ccc(C)cc1)N1CCCC1,1.0,,1.0,1.0,
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,,0.0,,0.0,0.0
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,,0.0,,0.0,
O=C(O)Cc1ccc(-c2ccccc2)cc1,,,,,0.0
CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@H]1[C@@H]2N1C,,,,,0.0
Cc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,,0.0,,0.0,0.0
C=CCc1cc(OC)c2c(c1)OCO2,1.0,,,,1.0
COc1cc2ccc(=O)oc2c(OC)c1OC1OC(CO)C(O)C(O)C1O,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,,,,,0.0
CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,,0.0,,0.0,1.0
CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,1.0,,,,
C[C@H](C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O,1.0,1.0,1.0,1.0,1.0
CC(=O)[C@@H](N)CCc1ccccc1,,,,0.0,0.0
Nc1ncccc1OCc1cccc2ccccc12,,,0.0,,
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,,,,,1.0
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3cccc(N)c3)cc12,,,,0.0,
Cc1c(O)cc2c(c1C)OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CC2,,,,,1.0
OC1CCC(Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1,,,,0.0,0.0
C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,,,,,1.0
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,,0.0,,0.0,1.0
CC(=O)O[C@@]12[C@H](O)[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,,,0.0,0.0,
CCN(CC)CCc1c[nH]c2ccccc12,0.0,,,,0.0
CCC(C)C(N)C(=O)NC(CCCNC(=N)N)C(=O)O,0.0,0.0,0.0,0.0,0.0
COc1ccc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1OC,,,,,0.0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,,0.0,,0.0,1.0
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,,,,,1.0
CCCO,,0.0,,0.0,0.0
COc1ccc(-c2nc3cc(C4=NNC(=O)C[C@@H]4C)ccc3[nH]2)cc1,1.0,,,,1.0
O=[S@H](Cc1ccccn1)c1nc2ccccc2[nH]1,,0.0,,0.0,0.0
CP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,,0.0,,,
NC[C@H](c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,,,,,0.0
O=CC(Cl)(Cl)Cl,,,,0.0,0.0
CCCn1c(=O)c2nc(C3CCCC3)[nH]c2n(CCC)c1=O,,0.0,,,
OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,,,,0.0,
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,,,,1.0
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,,0.0,,0.0,0.0
COc1cc(CN(C)c2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC,,,0.0,,0.0
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,,0.0,,0.0,1.0
NS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,,,,,0.0
N[C@@H](CSCC(=O)Nc1cc2cccnc2c2ncccc12)C(=O)O,,,0.0,0.0,
c1ccn(CCOc2ccc3[nH]ccc3c2)c1,0.0,,,,0.0
Nc1ncnc2c1ncn2CCOC[P@]1(=O)OCC[C@@H](c2cccc(Cl)c2)O1,,,,,1.0
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1,,,,0.0,
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1,,,,,0.0
