SMILES,1A2,2C9,2C19,2D6,3A4
CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,0.0,,,,
C=C(C)C1CC=C(C)C(O)C1,0.0,0.0,0.0,0.0,0.0
C=C1CC1CC(NC(=O)CCC(N)C(=O)O)C(=O)O,0.0,0.0,0.0,0.0,0.0
Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)n[nH]1,,,,,0.0
CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,,,,1.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,,,,,0.0
CN(C)CCCC[C@H](N)C(=O)O,,,,,0.0
Cc1cccc(C)c1OC[C@@H](C)N,1.0,0.0,,1.0,0.0
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,,,0.0,,0.0
C=C1C=NC(C(F)(F)F)=NC1=N,0.0,,,,
Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,,0.0,,1.0,1.0
CC(C)C(=O)O,,,,,0.0
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,,1.0,,,1.0
C[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCC3)cc2)[C@H]1c1ccc(O)cc1,0.0,,,,
CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,,,,,1.0
C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,0.0,,,,
COc1ccc2c(CN(C)C)cc(=O)oc2c1,1.0,,1.0,1.0,
COc1cc(C[C@@H]2SC(=O)NC2=O)ccc1C(=O)NCc1ccc(C(F)(F)F)cc1,,,,,1.0
Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,1.0,1.0,1.0,1.0,1.0
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,,0.0,,,
COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)[nH]c1=N,,,,,1.0
O=C(O[Al](O)O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,,,0.0,,
NCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,,0.0,,1.0,0.0
Brc1cnn2c(NCc3ccncc3)cc(-c3ccccc3)nc12,,,,,0.0
Nc1nc2ncc([C@@H](O)[C@H](O)CO)nc2c(=O)[nH]1,,,,,0.0
Cc1nccn1CCC(C(=N)O)(c1ccccc1)c1ccccc1,,,,,1.0
CC(C)Nc1nc2ccc(-c3ocnc3-c3ccccc3F)cc2s1,,0.0,,0.0,
O=C(O)[C@@H]1C[C@H]2C[C@@H](CCc3nnn[nH]3)CC[C@H]2CN1,,,,,0.0
c1ccc2c(c1)-c1nccc3ccnc-2c13,0.0,0.0,0.0,0.0,0.0
Cc1cc2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2cc1C,0.0,0.0,0.0,0.0,0.0
CCCCC/C=C\CC1OC1C/C=C\C/C=C\CCCC(=O)NCCO,0.0,0.0,0.0,0.0,0.0
CCc1nc(N)nc(N)c1-c1ccc2c3ccccc3n(CCCOC)c2c1,0.0,,,,
CNCCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,,,,1.0,
CCC[C@@H]1CC(=O)N([C@@H](CC)C(=N)O)C1,,1.0,1.0,,1.0
Cc1cc(S(=O)(=O)O)ccc1-n1nc(C)c(/N=N/c2cc(S(=O)(=O)O)ccc2C(=O)O)c1O,,,,,0.0
CC[C@@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,,,1.0,,1.0
O=C(O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,0.0,,,,
Cc1cc(-c2ccccc2)n[nH]c1=NCCN1CCOCC1,,,,1.0,
C[C@H]1[C@H](c2ccccc2)OCCN1C,,,,0.0,
Nc1cccc(-c2cnn3ccc(Nc4cccc(Cl)c4)nc23)c1,,,,0.0,
CCCCCC(O)/C=C/C(O)C(O)C/C=C\C/C=C\CCCC(=O)O,0.0,0.0,0.0,0.0,0.0
COc1cccc(Cn2c(C(=O)NC3CCN(C(C)C)CC3)cc3ccccc32)c1,,,0.0,,
N[C@@H](Cc1cccc(O)c1)C(=O)O,,,0.0,,
CCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,,0.0,,,0.0
CC(C)SC(C)C,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C(C)C)c(OCC2=NCCN2)c1,0.0,,,,
CN(C)c1cccc2c(S(=O)(=O)NCCCC[C@H](N)C(=O)O)cccc12,,,,0.0,
O=c1ccn([C@H]2C[C@H](F)[C@@H](COC(c3ccccc3)(c3ccccc3)c3ccccc3)O2)c(=O)[nH]1,,0.0,,,0.0
CCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,0.0,,,,
O=C(O)C(=O)CC1(C(=O)O)C=CC(O)C=C1,,,,,0.0
C[C@]1(c2nc3cccc(C(N)=O)c3[nH]2)CCCN1,,,0.0,,
Nc1ncc2cc(-c3ccccc3)c(N3CC=CC3)nc2n1,,,0.0,,0.0
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,,0.0,,,0.0
COc1cc(O)cc(CCc2cccc(O)c2)c1,0.0,0.0,0.0,0.0,0.0
COc1ccc(NS(=O)(=O)C(F)(F)F)cc1C[C@@H]1COc2ccc(OCc3nc4cc(F)c(F)cc4s3)cc2[C@@H]1O,,,,,1.0
CC(=O)OC1(c2ccccc2)CCN(CCc2ccccc2)CC1,,,,,0.0
N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,,,,,1.0
Cc1nc(-c2ccccn2)nc(NCCc2ccccc2)c1Cl,,,,,0.0
COc1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1F,,0.0,,,0.0
COc1c(OCCCN2CCOCC2)ccc2c1N=C(N=C(O)c1cnc(=N)[nH]c1)N1CCN=C21,,,,,1.0
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2nc(NCCN3CCOCC3)ncc2c1,,,,0.0,
N[C@@H](CN(O)N=O)C(=O)O,0.0,,,0.0,0.0
Cn1cnc2c1c(=O)n(CC1CCCO1)c(=O)n2C,,,,,1.0
C[C@H](NC(N)=O)c1cc2ccccc2s1,1.0,1.0,,1.0,1.0
CSc1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,,0.0,,,
CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1coc(C)n1,,,,,0.0
CC1=CC(=O)C[C@@]2(C)CCC(=C(C)C)CC12,0.0,0.0,0.0,0.0,0.0
CC(Cl)(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl,0.0,,,0.0,0.0
Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,,,0.0,,
O=S(=O)(O)c1cccc2cccc(Nc3ccccc3)c12,,,,,0.0
C[C@]12CCC3c4cc(O)c(O)cc4CCC3C1CCC2=O,0.0,0.0,0.0,0.0,0.0
C/C=C1\C(O)OC=C(C(=O)OC)C1CC(=O)OCCc1ccc(O)c(O)c1,0.0,0.0,0.0,0.0,0.0
C[P@](=O)(O)CC[C@@H](N)C(=O)O,,,,,0.0
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,,1.0,1.0,1.0,1.0
On1c(-c2ccncc2)c(-c2ccc(F)cc2)c2ncccc21,,,0.0,,0.0
C=C[C@@]1(C)CCC(=O)O1,0.0,0.0,0.0,0.0,0.0
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,,,,,0.0
C=C1C2=C(C[C@@]1(C)C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC2,,,,,0.0
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,,,,0.0,
CN1CCN(S(=O)(=O)c2ccc3c(c2)S(=O)(=O)N[C@@H](C2CCCC2)C3)CC1,,,,0.0,
CCCCCCCCCC(=O)O,,,0.0,,
O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,,0.0,,,
Cc1ccccc1[C@H](OCCN(C)C)c1ccccc1,,0.0,,1.0,1.0
c1ccc2occc2c1,,,,,0.0
C[C@H](N)[C@H](O)c1cccc(O)c1,,,,,0.0
CCOB(OCC)[C@@H](N)CCCCN,,,,,0.0
NC(CC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,0.0,0.0,0.0,0.0,0.0
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,,0.0,,,0.0
N=C(N)O,0.0,,0.0,,0.0
CCC[C@H]1COc2ccsc2C(=N)N1,,,,,0.0
CC(C)(N)Cc1ccc(Cl)cc1,,,,,0.0
CCCCCCCCCC(C)=O,,,,,0.0
Cc1c(F)c(N2CCN[C@H](C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,,0.0,,0.0,0.0
CCCC1C(=O)c2nc([C@H]3C[C@H]4C[C@@H]3[C@@H]3O[C@H]43)[nH]c2N(CCC)C1=O,,,,,0.0
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,,0.0,,,
Cc1ccc(S(=O)(=O)NC(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,,,,0.0,
N#CC[C@H](C1CCCC1)n1cc(-c2nc[nH]c3nccc2-3)cn1,,,,,1.0
CCC(=O)SC,0.0,0.0,0.0,0.0,0.0
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,,,,1.0,
OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,,,,,1.0
O=P(O)(O)OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,,,0.0,,
CCCCCCCCCCCCCCC(=O)CC(O)CCCCC,0.0,0.0,0.0,0.0,0.0
O=C(O)C(CO)OP(=O)(O)O,0.0,0.0,0.0,0.0,0.0
COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,,,,,0.0
NC(=O)c1cccc(C2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)[C@@H](O)CO)c1,,0.0,,,
O[C@H](CS)[C@H](O)CS,,,,0.0,0.0
CN1CCC[C@@H]1C[C@@H]1CNc2ccc(CCS(=O)(=O)c3ccccc3)cc21,1.0,1.0,1.0,1.0,1.0
CC1CO1,,0.0,,,
O=[N+]([O-])c1cc2ccc3cccc4ccc(c1)c2c34,1.0,,,,
O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc21,0.0,0.0,0.0,0.0,0.0
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,1.0,1.0,1.0,1.0,1.0
c1ccc2nc(COc3ccc(-c4n[nH]cc4-c4ccncc4)cc3)ccc2c1,0.0,,,,
COP(=S)(OC)SCn1nnc2ccccc2c1=O,1.0,,1.0,,
CN1CC(O)c2cc(O)c(O)cc21,0.0,0.0,0.0,0.0,0.0
Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,,0.0,,
Nc1ncccc1NCc1cccc(-c2cccnc2)c1,,,,,0.0
N[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)CC1C=Nc2ccccc21,0.0,,,,
CN1CCN(C(=O)O[C@@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,,1.0,1.0,1.0,1.0
NC(=O)NC(=O)Cc1ccccc1,0.0,,0.0,,0.0
CC(C)NCCCOc1cccc2ccccc12,,,,1.0,
Cc1cccc([C@H](C)c2c[nH]c(=S)[nH]2)c1C,,,,,0.0
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,,,,,1.0
O=C(O)CCC1c2ccc(O)cc2Oc2cc(O)ccc21,,,,0.0,
CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@@H]1C(=O)Nc2ccccc2-c2ccccc21,,,,,0.0
O=S(=O)(O)NC1CCCCC1,0.0,0.0,0.0,0.0,0.0
C[C@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,,0.0,,0.0,1.0
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,,1.0,,1.0,1.0
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,,1.0,1.0,0.0,1.0
Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,,,,,1.0
CCNC(=O)c1noc(-c2cc(C(C)(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,0.0,,,
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,1.0,1.0,1.0,1.0,1.0
Nc1ccccc1,,0.0,,0.0,1.0
Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CCC[C@@H]32)cc1,,,,,0.0
C=C(CCC=C(C)C)C1CCC=C(CCC=C(C)C)C1,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCC(=O)OCCc1scnc1C,0.0,0.0,0.0,0.0,0.0
COc1ccc2c(c1)[nH]c1c(C)nccc12,1.0,1.0,1.0,1.0,0.0
O=C(O)CC/C(=N\O)C(=O)O,0.0,0.0,0.0,0.0,0.0
CN1C(=O)OC(C)(C)C1=O,,1.0,1.0,0.0,1.0
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H]1C,,0.0,,0.0,0.0
O=c1nc(O)ccn1[C@H]1C[C@H](O)[C@@H](COP(=O)(O)NP(=O)(O)O)O1,,,,,0.0
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,,1.0,,0.0,0.0
CCCOc1ccc(-c2csc(-c3ccccc3Cl)c2CC(=O)NC(=N)N)cc1,,,,0.0,
C=C/C=N/[C@@H]1CCc2c(O)cccc21,,,,0.0,
C/C=C(\C)C(=O)OC1C2=C(C)C(=O)O[C@@]2(OC)CC2CCC(O)C(C)[C@@]21C,0.0,0.0,0.0,0.0,0.0
NC(CC(O)/C(O)=N/C1OCC=C1CO)C(=O)O,0.0,0.0,0.0,0.0,0.0
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,,1.0,,0.0,1.0
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,,,,,1.0
CCCCC/C=C\C=C\CCCCCCCCC(=O)O,,,,0.0,
N=c1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)c[nH]1,,,,,0.0
CC(C)[C@H](NC(=O)OCc1ccccc1)[P@](=O)(O)O[C@H](C(=O)O)c1cccc(CN)c1,,,,,0.0
CO[C@@H]1[C@@H](O)O[C@@H](C)[C@@H](O)[C@H]1O,,0.0,,,
CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1,1.0,1.0,1.0,1.0,1.0
COc1ccc(N2CCc3c(NCCO)nc4c(OC(F)(F)F)cccc4c32)c(C)c1,1.0,1.0,1.0,1.0,1.0
CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,1.0,1.0,,1.0
C=C(CCC)C(N)C(=O)O,0.0,0.0,0.0,0.0,0.0
CO[C@@H]1[C@@H](C(=O)O)O[C@H](O)[C@H](O)[C@H]1O,,,0.0,,0.0
CC(C)OP(=O)(O)O,0.0,,,,0.0
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@]1(O)C=COC1O2,0.0,0.0,0.0,0.0,0.0
COc1cccc2cc(-c3nc(C4CCC(C(=O)O)CC4)n4ncnc(N)c34)[nH]c12,,,,0.0,0.0
O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC[C@@H]12,,,,,0.0
COC(=O)N1CCN(Cc2cccc(NC(=O)Nc3ccc(C)nc3)c2F)CC1,,0.0,0.0,,
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,,0.0,1.0,1.0,0.0
CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)C1C(O)C[C@]2(C)C3CC=C4C(CCC(O)C4(C)C)[C@@]3(CO)C(=O)C[C@]12C,0.0,0.0,0.0,0.0,0.0
Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,0.0,1.0,,1.0,1.0
CC1(C)CC2C1CC[C@](C)(O)C1CC[C@@]21C,0.0,0.0,0.0,0.0,0.0
C[C@]12CC[C@H]3[C@@H](CCC4=C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,,,,,0.0
O=c1nc(O)c(F)cn1C1CCCO1,1.0,,,,
CN1[C@H]2CC[C@@H]1CC(NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3)C2,,0.0,,0.0,1.0
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,,0.0,,0.0,
Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,,,0.0,,
CCCCC/C=C\C/C=C\C=C\C(O)C/C=C\CCCC(=O)O,0.0,0.0,0.0,0.0,0.0
CC(C)C(O)CCC(C)C1CCC2C3CC=C4CC(O)CC[C@]4(C)C3CC[C@]12C,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCCS,0.0,,,,
C=C(C(CC=C(C)C)OC(=O)/C(C)=C\C)C1C(OC(C)=O)C(=O)[C@]2(C)OC2C1O,0.0,0.0,0.0,0.0,0.0
N[C@@H](CSCCO)C(=O)O,0.0,,,0.0,
CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1,,,,,1.0
CNC(C)Cc1ccccc1,,,,1.0,
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,,0.0,,,
NC(Cc1cn(C2OC(CO)C(O)C2O)cn1)C(=O)O,0.0,0.0,0.0,0.0,0.0
CN(CCCC(O)c1cccnc1)N=O,,,1.0,,
O=C(O)CCC/C=C\C[C@@H]1[C@@H](NS(=O)(=O)c2ccccc2)[C@H]2CC[C@@H]1C2,,1.0,,,1.0
Oc1ccccc1Cl,,,,,0.0
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](O)CC1=C[C@@H]3O,,,,,0.0
COC(=O)c1cccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)c1,,,,,0.0
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,,0.0,,0.0,1.0
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,,,,,0.0
N[C@H]1S[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,,,,,0.0
Cc1ncc(CO)c(CN)c1O,,,,,0.0
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,0.0,1.0,0.0,1.0
OC(CCC[n+]1ccc(-c2ccc(Cl)cc2)cc1)c1ccc(F)cc1,1.0,,,,1.0
COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C,1.0,1.0,1.0,1.0,1.0
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,,0.0,,0.0,1.0
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,,,1.0
COC(=O)[C@]12CCC(C)[C@@](C)(O)C1C1=CCC3[C@@]4(C)CCC(OC5OCC(O)C(O)C5O)C(C)(C)C4CC[C@@]3(C)[C@]1(C)CC2,0.0,0.0,0.0,0.0,0.0
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C[C@@H](O)C[C@@H]1O,,,,,1.0
Cn1c(=O)[nH]c2c(=O)[nH]c(=O)[nH]c21,,,,0.0,
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,0.0,,,1.0,
CC(C)c1cc(Oc2c(Br)cc(NC(=O)CC(=O)O)cc2Br)ccc1O,,,,0.0,
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,,0.0,,0.0,1.0
CCCCSC[C@H]1CN(Cc2c[nH]c3c(N)ncnc23)C[C@@H]1O,,,0.0,,
CCCN(CCC)C(=O)C1=Cc2ccc(-c3ccc(C(=O)N4CCCC4)cc3)cc2N=C(N)C1,0.0,,,,
COc1ccc(OC(F)(F)F)cc1CN[C@@H]1CCCN[C@H]1c1ccccc1,,,,1.0,1.0
CCC(O)=NC[C@@H]1C[C@H]1c1cccc2c1CCO2,,,,,1.0
Cc1ccc(O)c(O)c1CC[C@@H]1C(=O)CC[C@]2(C)C(=O)CC[C@@H]12,,,,,0.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,,,,,1.0
OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,,,,0.0,
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,,0.0,,0.0,0.0
[F:1][c:23]1[cH:18][cH:14][c:11]([C@@H:7]([N:3]2[CH2:5][CH2:8][N:4]([CH2:10]/[CH:13]=[CH:22]/[c:25]3[cH:26][cH:28][cH:30][cH:29][cH:27]3)[CH2:9][CH2:6]2)[c:12]2[cH:15][cH:19][c:24]([F:2])[cH:21][cH:17]2)[cH:16][cH:20]1,0.0,0.0,0.0,0.0,0.0
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,,,,1.0,1.0
O=C1N=C(O)C(Cc2ccc3cc(OCc4ccccc4F)ccc3c2)S1,,,,,1.0
c1ccc2c(c1)ccc1ccccc12,1.0,1.0,,,1.0
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,,1.0,,1.0,1.0
CNCCN1C(=O)[C@H](OC(C)=O)[C@H](c2ccc(OC)cc2)Sc2ccccc21,,,,,1.0
CC(CCC1O[C@@]1(C)CO)C1CC[C@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)C1CC3O,0.0,0.0,0.0,0.0,0.0
Cc1cccc(C)c1OCC(=O)O,,0.0,,,
Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](CN1CCOCC1)CO3,,,,,1.0
CC(C)CCC=O,0.0,0.0,0.0,0.0,0.0
O=P(O)(O)CP(=O)(O)O,,,,,0.0
C=CCN(C)Cc1ccc(-c2ccc(C(=O)c3ccc(Br)cc3)cc2)cc1,,,0.0,,
C=C1C=CCC(C)(C)[C@]12CCC(C)O2,0.0,0.0,0.0,0.0,0.0
OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1F,,,,0.0,
O=C(O)CCn1c2ccc(O)cc2c2c3c(c(-c4ccccc4)cc21)C(=O)NC3=O,,,,,0.0
C[C@]12C[C@H](O)[C@@H]3[C@H](CCC4=CC(=O)CC[C@@]43C)[C@H]1CC[C@]2(O)C(=O)CO,,,,,1.0
CC(C)C(C)/C=C/C(C)C1CCC2C3=CC(O)C4=CC(=O)CC[C@@]4(C)C3CC[C@]21C,0.0,0.0,0.0,0.0,0.0
Cc1c(OCC(F)(F)F)ccnc1C[S@](=O)c1nc2ccccc2[nH]1,,,1.0,,1.0
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,,,,1.0,1.0
c1ccc(-c2oc3nccc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1,,,,,0.0
COCCc1ccc(OC[C@H](O)CN(C)C)cc1,,,,1.0,
O=CC(=O)C(O)C(O)C(O)CO,0.0,0.0,0.0,0.0,0.0
CCCCCCCC(O)C(O)CCCCCC(O)C1CCC(CCCCCCCC(O)CC2=CC(C)OC2=O)O1,0.0,0.0,0.0,0.0,0.0
C[C@]12CC(OC3OC(C(=O)O)C(O)C(O)C3O)CCC1CCC1C2C(=O)C[C@@]2(C)C1CC[C@]2(O)C(O)CO,0.0,0.0,0.0,0.0,0.0
CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1,,0.0,,0.0,1.0
Oc1ccc(C2Oc3cc(O)cc4c3C2c2cc(O)cc3c2C(c2cc(O)cc5c2C4C(c2ccc(O)cc2)O5)C(c2ccc(O)cc2)O3)cc1,0.0,0.0,0.0,0.0,0.0
COc1ccc2c3c1OC1C(OC(C)=O)=CCC4C(C2)N(C)CCC314,,,,1.0,
COC(=O)CC1(CN)C[C@@H]2CC[C@@H]2C1,,,0.0,0.0,
Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,0.0,,,,0.0
O=C1c2ccccc2-c2n[nH]c3cccc1c23,0.0,,,,
C=C(C)C1CCC(=C)C(CCC2C(C)=CCC(C(=C)C)[C@]2(C)CCC(=O)O)[C@@]1(C)CCC(=O)O,0.0,0.0,0.0,0.0,0.0
c1c[nH]cn1,,,,,0.0
CN=N,,,,,0.0
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,,,,,1.0
C=CC(=O)O,,,,0.0,0.0
N#Cc1ccc(COc2ccc3cc(S(=O)(=O)N[C@H](CCC(=O)O)C(=O)O)ccc3c2)cc1,,,,0.0,
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,,,,,0.0
O=C1C=C2CN(C(C(=O)C3CC3)c3ccccc3F)CCC2S1,,1.0,1.0,1.0,1.0
O=C1/C(=C/c2cc(Br)c(O)c(Br)c2O)Oc2cc(O)cc(O)c21,,0.0,0.0,,
CCCCCC(=O)N[C@@H](CCS)C(=O)O,0.0,,,,
